id,text,survey_item_code,survey_item_codes,raw_survey_item_code,source
IPIP_FULL_2501,Often feel like my thoughts make no sense.,T2111,['T2111'],T2111,IPIP Alphabetical Item List
IPIP_FULL_2502,"Often feel like others are ""up to something.""",T2112,['T2112'],T2112,IPIP Alphabetical Item List
IPIP_FULL_2503,Often feel overwhelmed with rage.,T2113,['T2113'],T2113,IPIP Alphabetical Item List
IPIP_FULL_2504,Often feel physically fit and mentally alert.,W377,['W377'],W377,IPIP Alphabetical Item List
IPIP_FULL_2505,Often feel tired.,W380,['W380'],W380,IPIP Alphabetical Item List
IPIP_FULL_2506,Often feel too tired to do anything.,T2114,['T2114'],T2114,IPIP Alphabetical Item List
IPIP_FULL_2507,Often feel uncomfortable around others.,H909,['H909'],H909,IPIP Alphabetical Item List
IPIP_FULL_2508,Often fly to Switzerland.,P372,['P372'],P372,IPIP Alphabetical Item List
IPIP_FULL_2509,Often forget things.,X141,['X141'],X141,IPIP Alphabetical Item List
IPIP_FULL_2510,Often forget to put things back in their proper place.,X82,['X82'],X82,IPIP Alphabetical Item List
IPIP_FULL_2511,Often forget what day it is.,T2120,['T2120'],T2120,IPIP Alphabetical Item List
IPIP_FULL_2512,Often forget why I walked into a room.,T2122,['T2122'],T2122,IPIP Alphabetical Item List
IPIP_FULL_2513,Often get out of things by making up good excuses.,T2123,['T2123'],T2123,IPIP Alphabetical Item List
IPIP_FULL_2514,Often have a racing heart when things scare me.,T2127,['T2127'],T2127,IPIP Alphabetical Item List
IPIP_FULL_2515,Often have disorganized thoughts.,T2129,['T2129'],T2129,IPIP Alphabetical Item List
IPIP_FULL_2516,Often have illogical thoughts.,T2130,['T2130'],T2130,IPIP Alphabetical Item List
IPIP_FULL_2517,Often have the experience of deja vu.,T2131,['T2131'],T2131,IPIP Alphabetical Item List
IPIP_FULL_2518,Often have the feeling that others laugh or talk about me.,A40,['A40'],A40,IPIP Alphabetical Item List
IPIP_FULL_2519,"Often identify with ""the villain"" in movies.",T2134,['T2134'],T2134,IPIP Alphabetical Item List
IPIP_FULL_2520,Often ignore my feelings.,X183,['X183'],X183,IPIP Alphabetical Item List
IPIP_FULL_2521,Often like to do the first thing that comes to my mind.,T2138,['T2138'],T2138,IPIP Alphabetical Item List
IPIP_FULL_2522,Often lose track of time.,P456,['P456'],P456,IPIP Alphabetical Item List
IPIP_FULL_2523,Often make a fuss.,H523,['H523'],H523,IPIP Alphabetical Item List
IPIP_FULL_2524,"Often make big, expensive purchases without thinking of the financial consequences.",T2141,['T2141'],T2141,IPIP Alphabetical Item List
IPIP_FULL_2525,Often make decisions without regard for the mess they will cause.,T2142,['T2142'],T2142,IPIP Alphabetical Item List
IPIP_FULL_2526,Often make last-minute plans.,E66,['E66'],E66,IPIP Alphabetical Item List
IPIP_FULL_2527,Often make plans that I do not follow through with.,D54,['D54'],D54,IPIP Alphabetical Item List
IPIP_FULL_2528,Often need help.,H966,['H966'],H966,IPIP Alphabetical Item List
IPIP_FULL_2529,"Often notice how weather conditions (rain, snow, wind, sunshine) are used to convey the mood of the characters in a movie.",D105,['D105'],D105,IPIP Alphabetical Item List
IPIP_FULL_2530,Often refrain from doing something because of my fear of being embarrassed.,S10,['S10'],S10,IPIP Alphabetical Item List
IPIP_FULL_2531,Often refrain from doing something I like in order not to be rejected or disapproved of by others.,S18,['S18'],S18,IPIP Alphabetical Item List
IPIP_FULL_2532,Often see no reason to continue living.,T2149,['T2149'],T2149,IPIP Alphabetical Item List
IPIP_FULL_2533,"Often ""space out"" and lose track of what's going on.",T2078,['T2078'],T2078,IPIP Alphabetical Item List
IPIP_FULL_2534,Often stop in the middle of one activity to start another one.,T2150,['T2150'],T2150,IPIP Alphabetical Item List
IPIP_FULL_2535,Often stop to analyze how I'm feeling.,A142,['A142'],A142,IPIP Alphabetical Item List
IPIP_FULL_2536,Often suspect that others are trying to exploit me.,T2152,['T2152'],T2152,IPIP Alphabetical Item List
IPIP_FULL_2537,Often talk about death and dying.,T2153,['T2153'],T2153,IPIP Alphabetical Item List
IPIP_FULL_2538,"Often tell myself that I'll do an activity tomorrow, even when I have enough time to complete it today.",D98,['D98'],D98,IPIP Alphabetical Item List
IPIP_FULL_2539,Often think about the possibility of negative outcomes that are not likely to occur.,D47,['D47'],D47,IPIP Alphabetical Item List
IPIP_FULL_2540,Often think that I could do more things if it was not for my insecurity or fear.,S32,['S32'],S32,IPIP Alphabetical Item List
IPIP_FULL_2541,Often worry about things that turn out to be unimportant.,D71,['D71'],D71,IPIP Alphabetical Item List
IPIP_FULL_2542,Often worry about things to the extent that my intellectual performance is impaired.,S34,['S34'],S34,IPIP Alphabetical Item List
IPIP_FULL_2543,Only feel comfortable with friends.,H656,['H656'],H656,IPIP Alphabetical Item List
IPIP_FULL_2544,Only get what I want because I work hard for it.,V3,['V3'],V3,IPIP Alphabetical Item List
IPIP_FULL_2545,Only look at things from a single angle.,H1463,['H1463'],H1463,IPIP Alphabetical Item List
IPIP_FULL_2546,Only pretend to have the best interests of others at heart.,M48,['M48'],M48,IPIP Alphabetical Item List
IPIP_FULL_2547,Only talk about my own interests.,H1475,['H1475'],H1475,IPIP Alphabetical Item List
IPIP_FULL_2548,Only want service from the top-qualified person in the field.,V217,['V217'],V217,IPIP Alphabetical Item List
IPIP_FULL_2549,Oppose authority.,H498,['H498'],H498,IPIP Alphabetical Item List
IPIP_FULL_2550,Order people around.,H1111,['H1111'],H1111,IPIP Alphabetical Item List
IPIP_FULL_2551,Overestimate my achievements.,H743,['H743'],H743,IPIP Alphabetical Item List
IPIP_FULL_2552,Overlook things.,H837,['H837'],H837,IPIP Alphabetical Item List
IPIP_FULL_2553,Overreact to every little thing in life.,T2167,['T2167'],T2167,IPIP Alphabetical Item List
IPIP_FULL_2554,Overuse my credit.,X168,['X168'],X168,IPIP Alphabetical Item List
IPIP_FULL_2555,Own a formal dress or tuxedo.,P449,['P449'],P449,IPIP Alphabetical Item List
IPIP_FULL_2556,Panic easily.,H948,"['H948', 'X64']","H948, X64",IPIP Alphabetical Item List
IPIP_FULL_2557,Participate in many activities.,T2171,['T2171'],T2171,IPIP Alphabetical Item List
IPIP_FULL_2558,Pay a lot of attention to my feelings.,A116,['A116'],A116,IPIP Alphabetical Item List
IPIP_FULL_2559,Pay attention to details.,H1362,"['H1362', 'X249']","H1362, X249",IPIP Alphabetical Item List
IPIP_FULL_2560,Pay my bills on time.,X127,['X127'],X127,IPIP Alphabetical Item List
IPIP_FULL_2561,Pay no attention to my appearance.,H834,['H834'],H834,IPIP Alphabetical Item List
IPIP_FULL_2562,Pay no attention to my own needs.,H1196,['H1196'],H1196,IPIP Alphabetical Item List
IPIP_FULL_2563,Pay too little attention to details.,Q36,['Q36'],Q36,IPIP Alphabetical Item List
IPIP_FULL_2564,Perform in public whenever I can.,T2177,['T2177'],T2177,IPIP Alphabetical Item List
IPIP_FULL_2565,Persist in seemingly hopeless situations.,H455,['H455'],H455,IPIP Alphabetical Item List
IPIP_FULL_2566,Physically intimidate people to get what I want.,T2179,['T2179'],T2179,IPIP Alphabetical Item List
IPIP_FULL_2567,Pitch in readily.,H519,['H519'],H519,IPIP Alphabetical Item List
IPIP_FULL_2568,Place demands on myself.,H246,['H246'],H246,IPIP Alphabetical Item List
IPIP_FULL_2569,Plan for the future.,W298,['W298'],W298,IPIP Alphabetical Item List
IPIP_FULL_2570,Plan my life based on how I feel.,A69,['A69'],A69,IPIP Alphabetical Item List
IPIP_FULL_2571,Plan my life logically.,A97,['A97'],A97,IPIP Alphabetical Item List
IPIP_FULL_2572,Play a role in order to impress people.,Q6,['Q6'],Q6,IPIP Alphabetical Item List
IPIP_FULL_2573,"Play ""mind games"" with others to get what I want.",T2184,['T2184'],T2184,IPIP Alphabetical Item List
IPIP_FULL_2574,Play tricks on others.,H98,['H98'],H98,IPIP Alphabetical Item List
IPIP_FULL_2575,Plunge into tasks with all my heart.,H69,['H69'],H69,IPIP Alphabetical Item List
IPIP_FULL_2576,Point out others' mistakes.,H269,['H269'],H269,IPIP Alphabetical Item List
IPIP_FULL_2577,Postpone decisions.,H1180,['H1180'],H1180,IPIP Alphabetical Item List
IPIP_FULL_2578,Prefer being alone to risking rejection.,T2190,['T2190'],T2190,IPIP Alphabetical Item List
IPIP_FULL_2579,Prefer city life to rural life.,Q1,['Q1'],Q1,IPIP Alphabetical Item List
IPIP_FULL_2580,Prefer diving to swimming.,T2191,['T2191'],T2191,IPIP Alphabetical Item List
IPIP_FULL_2581,Prefer fear to boredom.,R3,['R3'],R3,IPIP Alphabetical Item List
IPIP_FULL_2582,Prefer friends who are excitingly unpredictable.,R5,['R5'],R5,IPIP Alphabetical Item List
IPIP_FULL_2583,Prefer going to movies to watching videos at home.,X106,['X106'],X106,IPIP Alphabetical Item List
IPIP_FULL_2584,Prefer making things myself instead of buying them.,P355,['P355'],P355,IPIP Alphabetical Item List
IPIP_FULL_2585,Prefer not to ask for something when I'm not sure I will obtain it.,S2,['S2'],S2,IPIP Alphabetical Item List
IPIP_FULL_2586,Prefer reading non-fiction to fiction.,X89,['X89'],X89,IPIP Alphabetical Item List
IPIP_FULL_2587,Prefer reality to fantasy.,T2197,['T2197'],T2197,IPIP Alphabetical Item List
IPIP_FULL_2588,Prefer renting or leasing a car to owning one.,M01,['M01'],M01,IPIP Alphabetical Item List
IPIP_FULL_2589,Prefer safety over risk.,T2200,['T2200'],T2200,IPIP Alphabetical Item List
IPIP_FULL_2590,Prefer talking to people about their daily activities rather than their feelings.,A36,['A36'],A36,IPIP Alphabetical Item List
IPIP_FULL_2591,Prefer that others make the major decisions in my life.,V258,['V258'],V258,IPIP Alphabetical Item List
IPIP_FULL_2592,Prefer the simple life.,Q41,['Q41'],Q41,IPIP Alphabetical Item List
IPIP_FULL_2593,Prefer thrilling activities to staying home to watch TV.,T2204,['T2204'],T2204,IPIP Alphabetical Item List
IPIP_FULL_2594,Prefer to analyze problems rather than to just describe them.,A70,['A70'],A70,IPIP Alphabetical Item List
IPIP_FULL_2595,Prefer to be alone.,H587,['H587'],H587,IPIP Alphabetical Item List
IPIP_FULL_2596,Prefer to be around people with a background like mine.,P453,['P453'],P453,IPIP Alphabetical Item List
IPIP_FULL_2597,Prefer to be controlled by others.,T2208,['T2208'],T2208,IPIP Alphabetical Item List
IPIP_FULL_2598,"Prefer to call people ""Mr."" and ""Mrs.""",P387,['P387'],P387,IPIP Alphabetical Item List
IPIP_FULL_2599,Prefer to deal with strangers in a formal manner.,X77,['X77'],X77,IPIP Alphabetical Item List
IPIP_FULL_2600,Prefer to do everything alone.,V73,['V73'],V73,IPIP Alphabetical Item List
IPIP_FULL_2601,Prefer to do things by myself.,H682,['H682'],H682,IPIP Alphabetical Item List
IPIP_FULL_2602,Prefer to eat at expensive restaurants.,P370,['P370'],P370,IPIP Alphabetical Item List
IPIP_FULL_2603,Prefer to just let things happen.,A96,['A96'],A96,IPIP Alphabetical Item List
IPIP_FULL_2604,Prefer to let my accomplishments speak for themselves.,W253,['W253'],W253,IPIP Alphabetical Item List
IPIP_FULL_2605,Prefer to let my feelings decide what I should do when making important decisions.,W191,['W191'],W191,IPIP Alphabetical Item List
IPIP_FULL_2606,Prefer to let others be the center of attention.,R17,['R17'],R17,IPIP Alphabetical Item List
IPIP_FULL_2607,"Prefer to ""live in the moment"" rather than plan things out.",T2205,['T2205'],T2205,IPIP Alphabetical Item List
IPIP_FULL_2608,Prefer to make my own decisions.,T2221,['T2221'],T2221,IPIP Alphabetical Item List
IPIP_FULL_2609,Prefer to observe formalities.,Q159,['Q159'],Q159,IPIP Alphabetical Item List
IPIP_FULL_2610,Prefer to participate fully rather than view life from the sidelines.,V50,['V50'],V50,IPIP Alphabetical Item List
IPIP_FULL_2611,Prefer to play it safe and avoid danger.,T2223,['T2223'],T2223,IPIP Alphabetical Item List
IPIP_FULL_2612,Prefer to read nonfiction more than fiction.,M05,['M05'],M05,IPIP Alphabetical Item List
IPIP_FULL_2613,Prefer to spend my free time with family or friends rather than alone.,T2224,['T2224'],T2224,IPIP Alphabetical Item List
IPIP_FULL_2614,Prefer to stick with things that I know.,X30,['X30'],X30,IPIP Alphabetical Item List
IPIP_FULL_2615,Prefer to take on the leadership role in a group.,W218,['W218'],W218,IPIP Alphabetical Item List
IPIP_FULL_2616,Prefer to watch light entertainment shows rather than psychological dramas.,A49,['A49'],A49,IPIP Alphabetical Item List
IPIP_FULL_2617,Prefer to wear sexually provocative clothing.,T2228,['T2228'],T2228,IPIP Alphabetical Item List
IPIP_FULL_2618,Prefer variety to routine.,X204,['X204'],X204,IPIP Alphabetical Item List
IPIP_FULL_2619,Pretend to be concerned for others.,X113,['X113'],X113,IPIP Alphabetical Item List
IPIP_FULL_2620,Prevent myself from saying mean things.,Q170,['Q170'],Q170,IPIP Alphabetical Item List
IPIP_FULL_2621,Prevent things from getting out of hand.,H474,['H474'],H474,IPIP Alphabetical Item List
IPIP_FULL_2622,Promise too much.,H851,['H851'],H851,IPIP Alphabetical Item List
IPIP_FULL_2623,Protect myself from threat or danger.,Q129,['Q129'],Q129,IPIP Alphabetical Item List
IPIP_FULL_2624,Pry into others' personal affairs.,H96,['H96'],H96,IPIP Alphabetical Item List
IPIP_FULL_2625,Pull my hair out on purpose.,T2235,['T2235'],T2235,IPIP Alphabetical Item List
IPIP_FULL_2626,Purchase only practical things.,E40,['E40'],E40,IPIP Alphabetical Item List
IPIP_FULL_2627,Push myself very hard to succeed.,Q204,['Q204'],Q204,IPIP Alphabetical Item List
IPIP_FULL_2628,Put a new perspective on things.,H1237,['H1237'],H1237,IPIP Alphabetical Item List
IPIP_FULL_2629,Put down others' proposals.,H1082,['H1082'],H1082,IPIP Alphabetical Item List
IPIP_FULL_2630,Put less emphasis on material things than most people do.,M73,['M73'],M73,IPIP Alphabetical Item List
IPIP_FULL_2631,Put little time and effort into my work.,X167,['X167'],X167,IPIP Alphabetical Item List
IPIP_FULL_2632,Put off unpleasant tasks.,E132,['E132'],E132,IPIP Alphabetical Item List
IPIP_FULL_2633,Put on a show to impress people.,P491,['P491'],P491,IPIP Alphabetical Item List
IPIP_FULL_2634,Put people under pressure.,H774,['H774'],H774,IPIP Alphabetical Item List
IPIP_FULL_2635,Put up with anything.,H1033,['H1033'],H1033,IPIP Alphabetical Item List
IPIP_FULL_2636,Put work above pleasure.,H245,['H245'],H245,IPIP Alphabetical Item List
IPIP_FULL_2637,Quarrel often with others.,T2250,['T2250'],T2250,IPIP Alphabetical Item List
IPIP_FULL_2638,Question my ability to do my work properly.,X224,['X224'],X224,IPIP Alphabetical Item List
IPIP_FULL_2639,Question others' assumptions.,H466,['H466'],H466,IPIP Alphabetical Item List
IPIP_FULL_2640,Quickly forget disagreements.,H140,['H140'],H140,IPIP Alphabetical Item List
IPIP_FULL_2641,Quickly get the idea of things.,H1307,['H1307'],H1307,IPIP Alphabetical Item List
IPIP_FULL_2642,Quickly lose interest in the tasks I start.,A41,['A41'],A41,IPIP Alphabetical Item List
IPIP_FULL_2643,Quickly notice when something is wrong.,H1291,['H1291'],H1291,IPIP Alphabetical Item List
IPIP_FULL_2644,Quickly recognize possibilities.,H60,['H60'],H60,IPIP Alphabetical Item List
IPIP_FULL_2645,Quickly think up new ideas.,H471,['H471'],H471,IPIP Alphabetical Item List
IPIP_FULL_2646,Quit tasks as soon as I get bored.,T2256,['T2256'],T2256,IPIP Alphabetical Item List
IPIP_FULL_2647,Radiate joy.,H32,"['H32', 'X63']","H32, X63",IPIP Alphabetical Item List
IPIP_FULL_2648,Rarely analyze my emotions.,A106,['A106'],A106,IPIP Alphabetical Item List
IPIP_FULL_2649,Rarely become angry at my friends.,D22,['D22'],D22,IPIP Alphabetical Item List
IPIP_FULL_2650,Rarely clean house.,E178,['E178'],E178,IPIP Alphabetical Item List
IPIP_FULL_2651,Rarely complain.,E120,['E120'],E120,IPIP Alphabetical Item List
IPIP_FULL_2652,Rarely consider my feelings when making a decision.,X4,['X4'],X4,IPIP Alphabetical Item List
IPIP_FULL_2653,Rarely count on good things happening to me.,T2263,['T2263'],T2263,IPIP Alphabetical Item List
IPIP_FULL_2654,Rarely cry during sad movies.,A56,['A56'],A56,IPIP Alphabetical Item List
IPIP_FULL_2655,Rarely enjoy behaving in a silly manner.,D75,['D75'],D75,IPIP Alphabetical Item List
IPIP_FULL_2656,Rarely enjoy being with people.,D82,['D82'],D82,IPIP Alphabetical Item List
IPIP_FULL_2657,Rarely enjoy dancing in a spontaneous manner.,D41,['D41'],D41,IPIP Alphabetical Item List
IPIP_FULL_2658,Rarely feel angry with people.,D113,['D113'],D113,IPIP Alphabetical Item List
IPIP_FULL_2659,Rarely feel depressed.,D87,['D87'],D87,IPIP Alphabetical Item List
IPIP_FULL_2660,Rarely feel happy in response to minor events.,D26,['D26'],D26,IPIP Alphabetical Item List
IPIP_FULL_2661,Rarely feel ill.,C15,['C15'],C15,IPIP Alphabetical Item List
IPIP_FULL_2662,"Rarely finish doing things before they are actually due (such as paying bills, finishing work).",D31,['D31'],D31,IPIP Alphabetical Item List
IPIP_FULL_2663,Rarely get bored because I start daydreaming when things get boring.,A17,['A17'],A17,IPIP Alphabetical Item List
IPIP_FULL_2664,Rarely get caught up in the excitement.,A13,['A13'],A13,IPIP Alphabetical Item List
IPIP_FULL_2665,Rarely get drunk.,X255,['X255'],X255,IPIP Alphabetical Item List
IPIP_FULL_2666,Rarely get irritated.,X265,['X265'],X265,IPIP Alphabetical Item List
IPIP_FULL_2667,Rarely have fantasies that include intricate details.,D62,['D62'],D62,IPIP Alphabetical Item List
IPIP_FULL_2668,Rarely look for a deeper meaning in things.,E77,['E77'],E77,IPIP Alphabetical Item List
IPIP_FULL_2669,Rarely lose my composure.,E99,['E99'],E99,IPIP Alphabetical Item List
IPIP_FULL_2670,Rarely notice my emotional reactions.,X10,['X10'],X10,IPIP Alphabetical Item List
IPIP_FULL_2671,Rarely or never raise my voice in anger.,T2280,['T2280'],T2280,IPIP Alphabetical Item List
IPIP_FULL_2672,Rarely overindulge.,X181,['X181'],X181,IPIP Alphabetical Item List
IPIP_FULL_2673,Rarely show my anger.,A66,['A66'],A66,IPIP Alphabetical Item List
IPIP_FULL_2674,Rarely smile.,H672,['H672'],H672,IPIP Alphabetical Item List
IPIP_FULL_2675,Rarely talk about sex.,P418,['P418'],P418,IPIP Alphabetical Item List
IPIP_FULL_2676,Rarely think about how I feel.,A87,['A87'],A87,IPIP Alphabetical Item List
IPIP_FULL_2677,Rarely wear a watch.,P498,['P498'],P498,IPIP Alphabetical Item List
IPIP_FULL_2678,Rarely worry.,D79,['D79'],D79,IPIP Alphabetical Item List
IPIP_FULL_2679,React immediately.,H73,['H73'],H73,IPIP Alphabetical Item List
IPIP_FULL_2680,React intensely.,H802,['H802'],H802,IPIP Alphabetical Item List
IPIP_FULL_2681,React negatively to the minor and major stresses of life.,T2292,['T2292'],T2292,IPIP Alphabetical Item List
IPIP_FULL_2682,React quickly.,H1324,['H1324'],H1324,IPIP Alphabetical Item List
IPIP_FULL_2683,React slowly.,H631,['H631'],H631,IPIP Alphabetical Item List
IPIP_FULL_2684,React strongly to criticism.,Q54,['Q54'],Q54,IPIP Alphabetical Item List
IPIP_FULL_2685,React strongly when something goes wrong.,T2295,['T2295'],T2295,IPIP Alphabetical Item List
IPIP_FULL_2686,React with disbelief.,H696,['H696'],H696,IPIP Alphabetical Item List
IPIP_FULL_2687,Read a large variety of books.,V291,['V291'],V291,IPIP Alphabetical Item List
IPIP_FULL_2688,Read a lot.,H2032,['H2032'],H2032,IPIP Alphabetical Item List
IPIP_FULL_2689,Read all the time.,V222,['V222'],V222,IPIP Alphabetical Item List
IPIP_FULL_2690,Read quickly.,H2033,['H2033'],H2033,IPIP Alphabetical Item List
IPIP_FULL_2691,Read slowly.,H2034,['H2034'],H2034,IPIP Alphabetical Item List
IPIP_FULL_2692,Readily overcome setbacks.,H44,['H44'],H44,IPIP Alphabetical Item List
IPIP_FULL_2693,Reason logically.,H1223,['H1223'],H1223,IPIP Alphabetical Item List
IPIP_FULL_2694,Reassure others.,H1120,['H1120'],H1120,IPIP Alphabetical Item List
IPIP_FULL_2695,Rebel against authority.,Q207,['Q207'],Q207,IPIP Alphabetical Item List
IPIP_FULL_2696,Recover quickly from stress and illness.,Q60,['Q60'],Q60,IPIP Alphabetical Item List
IPIP_FULL_2697,Reflect on things before acting.,H1218,"['H1218', 'X67']","H1218, X67",IPIP Alphabetical Item List
IPIP_FULL_2698,Refuse help.,H1202,['H1202'],H1202,IPIP Alphabetical Item List
IPIP_FULL_2699,Refuse to be sidetracked.,H468,['H468'],H468,IPIP Alphabetical Item List
IPIP_FULL_2700,Refuse to be taken advantage of by others.,T2304,['T2304'],T2304,IPIP Alphabetical Item List
IPIP_FULL_2701,Refuse to be talked into things.,H478,['H478'],H478,IPIP Alphabetical Item List
IPIP_FULL_2702,Refuse to take credit for work I have not done.,V237,['V237'],V237,IPIP Alphabetical Item List
IPIP_FULL_2703,Remain calm during emergencies.,A128,['A128'],A128,IPIP Alphabetical Item List
IPIP_FULL_2704,Remain calm during stressful times.,T2306,['T2306'],T2306,IPIP Alphabetical Item List
IPIP_FULL_2705,Remain calm under pressure.,X79,['X79'],X79,IPIP Alphabetical Item List
IPIP_FULL_2706,"Remain hopeful about the future, regardless of challenges.",W122,['W122'],W122*,IPIP Alphabetical Item List
IPIP_FULL_2707,Remain hopeful despite challenges.,V106,['V106'],V106,IPIP Alphabetical Item List
IPIP_FULL_2708,Remain on guard to keep from being tricked or manipulated.,V312,['V312'],V312,IPIP Alphabetical Item List
IPIP_FULL_2709,Remember my failures more easily than my successes.,P357,['P357'],P357,IPIP Alphabetical Item List
IPIP_FULL_2710,Remember my friends' birthdays.,E50,['E50'],E50,IPIP Alphabetical Item List
IPIP_FULL_2711,"Repeatedly check doors, windows, and drawers.",R7,['R7'],R7,IPIP Alphabetical Item List
IPIP_FULL_2712,Replay events in my head.,E165,['E165'],E165,IPIP Alphabetical Item List
IPIP_FULL_2713,Resent being punished.,P403,['P403'],P403,IPIP Alphabetical Item List
IPIP_FULL_2714,Resist authority.,E45,['E45'],E45,IPIP Alphabetical Item List
IPIP_FULL_2715,Resist society's rules.,H576,['H576'],H576,IPIP Alphabetical Item List
IPIP_FULL_2716,Respect authority.,H296,['H296'],H296,IPIP Alphabetical Item List
IPIP_FULL_2717,Respect older people.,E58,['E58'],E58,IPIP Alphabetical Item List
IPIP_FULL_2718,Respect others.,H105,['H105'],H105,IPIP Alphabetical Item List
IPIP_FULL_2719,Respect others' feelings.,H159,['H159'],H159,IPIP Alphabetical Item List
IPIP_FULL_2720,Respect the opinions of others.,H174,['H174'],H174,IPIP Alphabetical Item List
IPIP_FULL_2721,Respect the privacy of others.,H1304,['H1304'],H1304,IPIP Alphabetical Item List
IPIP_FULL_2722,Respond randomly to surveys and questionnaires.,P476,['P476'],P476,IPIP Alphabetical Item List
IPIP_FULL_2723,Retreat from others.,H649,['H649'],H649,IPIP Alphabetical Item List
IPIP_FULL_2724,Return borrowed items.,H158,['H158'],H158,IPIP Alphabetical Item List
IPIP_FULL_2725,Return extra change when a cashier makes a mistake.,E80,['E80'],E80,IPIP Alphabetical Item List
IPIP_FULL_2726,Return library books on time.,X98,['X98'],X98,IPIP Alphabetical Item List
IPIP_FULL_2727,Reveal intimate details of my life easily.,V131,['V131'],V131,IPIP Alphabetical Item List
IPIP_FULL_2728,Reveal little about myself.,H601,['H601'],H601,IPIP Alphabetical Item List
IPIP_FULL_2729,Ridicule people.,H2035,['H2035'],H2035,IPIP Alphabetical Item List
IPIP_FULL_2730,Rule with an iron fist.,H790,['H790'],H790,IPIP Alphabetical Item List
IPIP_FULL_2731,Rush into things.,H862,"['H862', 'X101']","H862, X101",IPIP Alphabetical Item List
IPIP_FULL_2732,Sacrifice myself for others.,H1148,['H1148'],H1148,IPIP Alphabetical Item List
IPIP_FULL_2733,Sail my own course.,H404,['H404'],H404,IPIP Alphabetical Item List
IPIP_FULL_2734,Say I'm sorry when someone bumps into me in a crowd.,P422,['P422'],P422,IPIP Alphabetical Item List
IPIP_FULL_2735,Say inappropriate things.,H82,['H82'],H82,IPIP Alphabetical Item List
IPIP_FULL_2736,Say little.,H584,['H584'],H584,IPIP Alphabetical Item List
IPIP_FULL_2737,Say nothing new.,H1386,['H1386'],H1386,IPIP Alphabetical Item List
IPIP_FULL_2738,Say things just to be different.,T2333,['T2333'],T2333,IPIP Alphabetical Item List
IPIP_FULL_2739,Say what I think and feel even if I know other people will disagree.,W175,['W175'],W175,IPIP Alphabetical Item List
IPIP_FULL_2740,Say what I think.,H336,['H336'],H336,IPIP Alphabetical Item List
IPIP_FULL_2741,Say yes to nearly all requests.,H1048,['H1048'],H1048,IPIP Alphabetical Item List
IPIP_FULL_2742,Scheme against others.,H1328,['H1328'],H1328,IPIP Alphabetical Item List
IPIP_FULL_2743,Scratch myself until I bleed.,T2336,['T2336'],T2336,IPIP Alphabetical Item List
IPIP_FULL_2744,Scream at things.,T2338,['T2338'],T2338,IPIP Alphabetical Item List
IPIP_FULL_2745,See beauty in things that others might not notice.,E105,['E105'],E105,IPIP Alphabetical Item List
IPIP_FULL_2746,See danger everywhere.,H958,['H958'],H958,IPIP Alphabetical Item List
IPIP_FULL_2747,See difficulties everywhere.,H633,['H633'],H633,IPIP Alphabetical Item List
IPIP_FULL_2748,See events as unavoidable.,H1009,['H1009'],H1009,IPIP Alphabetical Item List
IPIP_FULL_2749,See little need for romance in my life.,T2342,['T2342'],T2342,IPIP Alphabetical Item List
IPIP_FULL_2750,See myself as a good leader.,P439,['P439'],P439,IPIP Alphabetical Item List
IPIP_FULL_2751,See myself as an average person.,Q12,['Q12'],Q12,IPIP Alphabetical Item List
IPIP_FULL_2752,See nothing wrong with being single for the rest of my life.,T2347,['T2347'],T2347,IPIP Alphabetical Item List
IPIP_FULL_2753,See other people as my competitors.,H791,['H791'],H791,IPIP Alphabetical Item List
IPIP_FULL_2754,See strange figures or visions when nothing is really there.,A88,['A88'],A88,IPIP Alphabetical Item List
IPIP_FULL_2755,See that nobody gets left out.,H146,['H146'],H146,IPIP Alphabetical Item List
IPIP_FULL_2756,See that rules are observed.,H215,['H215'],H215,IPIP Alphabetical Item List
IPIP_FULL_2757,See the beauty in everyday things.,W14,['W14'],W14,IPIP Alphabetical Item List
IPIP_FULL_2758,See the humor in situations.,H1249,['H1249'],H1249,IPIP Alphabetical Item List
IPIP_FULL_2759,See the real causes of problems.,W280,['W280'],W280*,IPIP Alphabetical Item List
IPIP_FULL_2760,"See things around me differently than I regularly do (for example, as if looking through a tunnel, or seeing only part of an object).",A73,['A73'],A73,IPIP Alphabetical Item List
IPIP_FULL_2761,See through problems.,H1318,['H1318'],H1318,IPIP Alphabetical Item List
IPIP_FULL_2762,See to my own needs first.,H701,['H701'],H701,IPIP Alphabetical Item List
IPIP_FULL_2763,Seek adventure.,H446,['H446'],H446,IPIP Alphabetical Item List
IPIP_FULL_2764,Seek conflict.,H720,['H720'],H720,IPIP Alphabetical Item List
IPIP_FULL_2765,Seek danger.,H894,['H894'],H894,IPIP Alphabetical Item List
IPIP_FULL_2766,Seek explanations of things.,H1214,['H1214'],H1214,IPIP Alphabetical Item List
IPIP_FULL_2767,Seek quiet.,H602,['H602'],H602,IPIP Alphabetical Item List
IPIP_FULL_2768,Seek status.,H747,['H747'],H747,IPIP Alphabetical Item List
IPIP_FULL_2769,Seek support.,H961,['H961'],H961,IPIP Alphabetical Item List
IPIP_FULL_2770,Seek to be the best.,H276,['H276'],H276,IPIP Alphabetical Item List
IPIP_FULL_2771,Seek to influence others.,H773,['H773'],H773,IPIP Alphabetical Item List
